ID;MODEL;CONFIG.;NR.ROWS;NR.FANS;HE;GAMMA;ED_MODEL;ED_TYPE;FUNCTIONALITY;CONTROL;FAN_TYPE;FAN_MODEL;ADIABATIC;FLOW_RATE_DRAIN;QA_FR_REF;DP_FR_REF;QA_FIL_REF;DP_FIL_REF;QA_EXCH_REF;DP_EXCH_REF;KV_FRAME;KV_FILT;KV_EXCH;Q_MAN;DP_MAN;KV_MAN;QW_MIN;QW_MAX;DH_SENSORS;LENGTH;WIDTH;HEIGHT;DRY WEIGHT D|A;DRY WEIGHT S|H;OPER WEIGHT D|A;OPER WEIGHT S|H;DISTANCE_LONG;DISTANCE_SHORT;NOMINAL SPRAY ADIAB;NOMINAL SPRAY BOOSTER;AUTOFLOW;MIN DESIGN TEMPERATURE;MAX DESIGN TEMPERATURE;DESIGN PRESSURE C|S;TEST PRESSURE C|S;DESIGN PRESSURE D;TEST PRESSURE D;INTERNAL VOLUME PER UNIT;MANIFOLD SIZE;SPRAY SYS. NOZZLE;SPRAY SYS. PIPING;ADIABATIC SYS. FRAME;ADIABATIC SYS. COOLING PADS;SYSTEM - STRUCTURE;SYSTEM - LADDER & WALKWAY;UNIT FRAME MATERIAL;UNIT FRAME COATINGS;SYSTEM LADDER;SYSTEM HANDRAILS
69;3DK041P_EC_Serial;parallel;1;4;2DBWN0444H;3DK;3DK041;P;D|A|H;Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;80;9.678;25.7156;40;170;1.4612;5.902;1.127;2.9;0;0;0;0;0.6;1.5;9;18.4;;;;;;;;160;;;;;;;;;;;
70;3DK041P_EZ_NoSerial;parallel;1;4;2DBWN0444H;3DK;3DK041;P;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;80;9.678;25.7156;40;170;1.4612;5.902;1.127;2.9;0;0;0;0;0.6;1.5;9;;;;;;;;;160;;;;;;;;;;;
71;3DK041P_EZ_Serial;parallel;1;4;2DBWN0444H;3DK;3DK041;P;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;80;9.678;25.7156;40;170;1.4612;5.902;1.127;2.9;0;0;0;0;0.6;1.5;9;18.4;;;;;;;;160;;;;;;;;;;;
72;3DK041S_EC_NoSerial;series;1;4;2DBWN0444H;3DK;3DK041;S;A;No Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;40;9.678;12.8578;14;44;1.4612;5.58;1.127;2.9;0;0;0;0;0.6;1.5;9;;;;;;;;;160;;;;;;;;;;;
73;3DK041S_EC_Serial;series;1;4;2DBWN0444H;3DK;3DK041;S;D|A|H;Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;40;9.678;12.8578;14;44;1.4612;5.58;1.127;2.9;0;0;0;0;0.6;1.5;9;18.4;;;;;;;;160;;;;;;;;;;;
74;3DK041S_EZ_NoSerial;series;1;4;2DBWN0444H;3DK;3DK041;S;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;40;9.678;12.8578;14;44;1.4612;5.58;1.127;2.9;0;0;0;0;0.6;1.5;9;;;;;;;;;160;;;;;;;;;;;
75;3DK041S_EZ_Serial;series;1;4;2DBWN0444H;3DK;3DK041;S;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;40;9.678;12.8578;14;44;1.4612;5.58;1.127;2.9;0;0;0;0;0.6;1.5;9;18.4;;;;;;;;160;;;;;;;;;;;
76;3DK042D_EC_NoSerial;parallel;2;8;2DBWCID44H;3DK;3DK042;D;A;No Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;80;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;60;300;1.6284;5.809;2.235;3.1;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
77;3DK042D_EC_Serial;parallel;2;8;2DBWCID44H;3DK;3DK042;D;A|H;Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;80;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;60;300;1.6284;5.809;2.235;3.1;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
78;3DK042D_EZ_NoSerial;parallel;2;8;2DBWCID44H;3DK;3DK042;D;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;80;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;60;300;1.6284;5.809;2.235;3.1;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
79;3DK042D_EZ_Serial;parallel;2;8;2DBWCID44H;3DK;3DK042;D;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;80;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;60;300;1.6284;5.809;2.235;3.1;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
80;3DK042DP_EC_NoSerial;parallel;2;8;2DBWCID44H;3DK;3DK042;DP;A;No Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;80;340;1.6284;5.809;2.235;3.3;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
81;3DK042DP_EC_Serial;parallel;2;8;2DBWCID44H;3DK;3DK042;DP;A|H;Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;80;340;1.6284;5.809;2.235;3.3;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
82;3DK042DP_EZ_NoSerial;parallel;2;8;2DBWCID44H;3DK;3DK042;DP;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;80;340;1.6284;5.809;2.235;3.3;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
83;3DK042DP_EZ_Serial;parallel;2;8;2DBWCID44H;3DK;3DK042;DP;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;80;2.42;51.4259;80;340;1.6284;5.809;2.235;3.3;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
84;3DK042DS_EC_NoSerial;series;2;8;2DBWCID44H;3DK;3DK042;DS;A;No Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;40;4.226;19.4579;28;88;-0.3;5.809;2.235;3.6;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
85;3DK042DS_EC_Serial;series;2;8;2DBWCID44H;3DK;3DK042;DS;A|H;Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;40;4.226;19.4579;28;88;-0.3;5.809;2.235;3.6;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
86;3DK042DS_EZ_NoSerial;series;2;8;2DBWCID44H;3DK;3DK042;DS;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;40;4.226;19.4579;28;88;-0.3;5.809;2.235;3.6;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
87;3DK042DS_EZ_Serial;series;2;8;2DBWCID44H;3DK;3DK042;DS;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.6;1968.9038;1876.2;2469.32;40;4.226;19.4579;28;88;-0.3;5.809;2.235;3.6;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
88;3DK042P_EC_NoSerial;parallel;2;8;2DBWN0444H;3DK;3DK042;P;D|A;No Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;160;9.678;51.4313;80;340;1.4612;5.902;2.235;2.9;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
89;3DK042P_EC_Serial;parallel;2;8;2DBWN0444H;3DK;3DK042;P;D|A|H;Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;160;9.678;51.4313;80;340;1.4612;5.902;2.235;2.9;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
90;3DK042P_EZ_NoSerial;parallel;2;8;2DBWN0444H;3DK;3DK042;P;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;160;9.678;51.4313;80;340;1.4612;5.902;2.235;2.9;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
91;3DK042P_EZ_Serial;parallel;2;8;2DBWN0444H;3DK;3DK042;P;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;160;9.678;51.4313;80;340;1.4612;5.902;2.235;2.9;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
92;3DK042S_EC_NoSerial;series;2;8;2DBWN0444H;3DK;3DK042;S;A;No Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;80;9.678;25.7156;28;88;1.4612;5.58;2.235;2.9;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
93;3DK042S_EC_Serial;series;2;8;2DBWN0444H;3DK;3DK042;S;D|A|H;Serial;EC;ZIEHL_FN080-ZIQ.GL.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;80;9.678;25.7156;28;88;1.4612;5.58;2.235;2.9;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
94;3DK042S_EZ_NoSerial;series;2;8;2DBWN0444H;3DK;3DK042;S;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;80;9.678;25.7156;28;88;1.4612;5.58;2.235;2.9;0;0;0;0;0.6;1.5;18;;;;;;;;;315;;;;;;;;;;;
95;3DK042S_EZ_Serial;series;2;8;2DBWN0444H;3DK;3DK042;S;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.1;1968.9038;1876.2;3119.67;80;9.678;25.7156;28;88;1.4612;5.58;2.235;2.9;0;0;0;0;0.6;1.5;18;36.7;;;;;;;;315;;;;;;;;;;;
96;3DK051D_EC_NoSerial;parallel;1;5;2DBWCID55H;3DK;3DK051;D;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;40;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;30;150;1.6724;6.91;1.127;3.2;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
97;3DK051D_EC_Serial;parallel;1;5;2DBWCID55H;3DK;3DK051;D;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;40;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;30;150;1.6724;6.91;1.127;3.2;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
98;3DK051D_EZ_NoSerial;parallel;1;5;2DBWCID55H;3DK;3DK051;D;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;40;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;30;150;1.6724;6.91;1.127;3.2;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
99;3DK051D_EZ_Serial;parallel;1;5;2DBWCID55H;3DK;3DK051;D;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;40;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;30;150;1.6724;6.91;1.127;3.2;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
100;3DK051DP_EC_NoSerial;parallel;1;5;2DBWCID55H;3DK;3DK051;DP;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;40;165;1.6724;6.91;1.127;3.3;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
101;3DK051DP_EC_Serial;parallel;1;5;2DBWCID55H;3DK;3DK051;DP;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;40;165;1.6724;6.91;1.127;3.3;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
102;3DK051DP_EZ_NoSerial;parallel;1;5;2DBWCID55H;3DK;3DK051;DP;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;40;165;1.6724;6.91;1.127;3.3;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
103;3DK051DP_EZ_Serial;parallel;1;5;2DBWCID55H;3DK;3DK051;DP;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;2.42;25.713;40;165;1.6724;6.91;1.127;3.3;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
104;3DK051DS_EC_NoSerial;series;1;5;2DBWCID55H;3DK;3DK051;DS;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;20;4.226;9.72893;14;40;-0.3;6.91;1.127;3.6;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
105;3DK051DS_EC_Serial;series;1;5;2DBWCID55H;3DK;3DK051;DS;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;20;4.226;9.72893;14;40;-0.3;6.91;1.127;3.6;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
106;3DK051DS_EZ_NoSerial;series;1;5;2DBWCID55H;3DK;3DK051;DS;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;20;4.226;9.72893;14;40;-0.3;6.91;1.127;3.6;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
107;3DK051DS_EZ_Serial;series;1;5;2DBWCID55H;3DK;3DK051;DS;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;20;4.226;9.72893;14;40;-0.3;6.91;1.127;3.6;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
108;3DK051P_EC_NoSerial;parallel;1;5;2DBWN0554H;3DK;3DK051;P;D|A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;40;165;1.4612;7.02;1.127;2.9;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
109;3DK051P_EC_Serial;parallel;1;5;2DBWN0554H;3DK;3DK051;P;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;40;165;1.4612;7.02;1.127;2.9;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
110;3DK051P_EZ_NoSerial;parallel;1;5;2DBWN0554H;3DK;3DK051;P;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;40;165;1.4612;7.02;1.127;2.9;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
111;3DK051P_EZ_Serial;parallel;1;5;2DBWN0554H;3DK;3DK051;P;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;40;165;1.4612;7.02;1.127;2.9;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
112;3DK051S_EC_NoSerial;series;1;5;2DBWN0554H;3DK;3DK051;S;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;40;9.678;12.8578;14;40;1.4612;6.68;1.127;2.9;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
113;3DK051S_EC_Serial;series;1;5;2DBWN0554H;3DK;3DK051;S;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;40;9.678;12.8578;14;40;1.4612;6.68;1.127;2.9;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
114;3DK051S_EZ_NoSerial;series;1;5;2DBWN0554H;3DK;3DK051;S;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;40;9.678;12.8578;14;40;1.4612;6.68;1.127;2.9;0;0;0;0;0.6;1.5;11.7;;;;;;;;;180;;;;;;;;;;;
115;3DK051S_EZ_Serial;series;1;5;2DBWN0554H;3DK;3DK051;S;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;40;9.678;12.8578;14;40;1.4612;6.68;1.127;2.9;0;0;0;0;0.6;1.5;11.7;22.5;;;;;;;;180;;;;;;;;;;;
116;3DK052D_EC_NoSerial;parallel;2;10;2DBWCID55H;3DK;3DK052;D;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;80;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;60;300;1.6724;6.91;2.235;3.2;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
117;3DK052D_EC_Serial;parallel;2;10;2DBWCID55H;3DK;3DK052;D;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;80;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;60;300;1.6724;6.91;2.235;3.2;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
118;3DK052D_EZ_NoSerial;parallel;2;10;2DBWCID55H;3DK;3DK052;D;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;80;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;60;300;1.6724;6.91;2.235;3.2;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
119;3DK052D_EZ_Serial;parallel;2;10;2DBWCID55H;3DK;3DK052;D;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;80;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;60;300;1.6724;6.91;2.235;3.2;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
120;3DK052DP_EC_NoSerial;parallel;2;10;2DBWCID55H;3DK;3DK052;DP;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;80;330;1.6724;6.91;2.235;3.3;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
121;3DK052DP_EC_Serial;parallel;2;10;2DBWCID55H;3DK;3DK052;DP;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;80;330;1.6724;6.91;2.235;3.3;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
122;3DK052DP_EZ_NoSerial;parallel;2;10;2DBWCID55H;3DK;3DK052;DP;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;80;330;1.6724;6.91;2.235;3.3;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
123;3DK052DP_EZ_Serial;parallel;2;10;2DBWCID55H;3DK;3DK052;DP;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;80;2.42;51.4259;80;330;1.6724;6.91;2.235;3.3;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
124;3DK052DS_EC_NoSerial;series;2;10;2DBWCID55H;3DK;3DK052;DS;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;4.226;19.4579;28;80;-0.3;6.91;2.235;3.6;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
125;3DK052DS_EC_Serial;series;2;10;2DBWCID55H;3DK;3DK052;DS;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;4.226;19.4579;28;80;-0.3;6.91;2.235;3.6;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
126;3DK052DS_EZ_NoSerial;series;2;10;2DBWCID55H;3DK;3DK052;DS;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;4.226;19.4579;28;80;-0.3;6.91;2.235;3.6;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
127;3DK052DS_EZ_Serial;series;2;10;2DBWCID55H;3DK;3DK052;DS;A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;65.8;1968.9038;1876.2;2465.57;40;4.226;19.4579;28;80;-0.3;6.91;2.235;3.6;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
128;3DK052P_EC_NoSerial;parallel;2;10;2DBWN0554H;3DK;3DK052;P;D|A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;160;9.678;51.4313;80;330;1.4612;7.02;2.235;2.9;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
129;3DK052P_EC_Serial;parallel;2;10;2DBWN0554H;3DK;3DK052;P;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;160;9.678;51.4313;80;330;1.4612;7.02;2.235;2.9;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
130;3DK052P_EZ_NoSerial;parallel;2;10;2DBWN0554H;3DK;3DK052;P;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;160;9.678;51.4313;80;330;1.4612;7.02;2.235;2.9;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
131;3DK052P_EZ_Serial;parallel;2;10;2DBWN0554H;3DK;3DK052;P;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;160;9.678;51.4313;80;330;1.4612;7.02;2.235;2.9;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
132;3DK052S_EC_NoSerial;series;2;10;2DBWN0554H;3DK;3DK052;S;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;28;80;1.4612;6.68;2.235;2.9;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
133;3DK052S_EC_Serial;series;2;10;2DBWN0554H;3DK;3DK052;S;D|A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;28;80;1.4612;6.68;2.235;2.9;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
134;3DK052S_EZ_NoSerial;series;2;10;2DBWN0554H;3DK;3DK052;S;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;28;80;1.4612;6.68;2.235;2.9;0;0;0;0;0.6;1.5;23.4;;;;;;;;;360;;;;;;;;;;;
135;3DK052S_EZ_Serial;series;2;10;2DBWN0554H;3DK;3DK052;S;D|A|H;Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;;17500;79;17500;87;20000;41.2;1968.9038;1876.2;3115.88;80;9.678;25.7156;28;80;1.4612;6.68;2.235;2.9;0;0;0;0;0.6;1.5;23.4;45;;;;;;;;360;;;;;;;;;;;
136;3DK071D_EC_NoSerial;parallel;1;7;2DBWCID77H;3DK;3DK071;D;A;No Serial;EC;EBM_A3G800-AY21-71;3DK;60;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;60;6.138;24.218;50;225;1.7858;9.157;1.127;3.3;0;0;0;0;0.6;1.5;16.2;;;;;;;;;255;;;;;;;;;;;
137;3DK071D_EC_Serial;parallel;1;7;2DBWCID77H;3DK;3DK071;D;A|H;Serial;EC;EBM_A3G800-AY27-01;3DK;60;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;60;6.138;24.218;50;225;1.7858;9.157;1.127;3.3;0;0;0;0;0.6;1.5;16.2;31.7;;;;;;;;255;;;;;;;;;;;
138;3DK071D_EZ_NoSerial;parallel;1;7;2DBWCID77H;3DK;3DK071;D;A;No Serial;EZ;ZIEHL_ZN080-ZIL.GG.V7P3;3DK;60;17500;79;17500;87;20000;54;1968.9038;1876.2;2721.66;60;6.138;24.218;50;225;1.7858;9.157;1.127;3.3;0;0;0;0;0.6;1.5;16.2;;;;;;;;;255;;;;;;;;;;;
