ID;MODEL;COIL TYPE;TUBES;ROWS;CIRCUITS;P.A.;FIN THICK;LENGTH;TUB THICK;FIN MAT;CONN DIA;TYPE;TWIN_DES;TWOUT_DES;TAIN_DES;RH_DES;QA_DES;QW_DES;POW_WATER;POW_MEG_5;POW_MEG_10;POW_MEG_15;POW_MEG_20;POW_MEG_25;POW_MEG_30;POW_MEG_35;POW_MEG_40;POW_MEG_45;POW_MEG_50;POW_MPG_5;POW_MPG_10;POW_MPG_15;POW_MPG_20;POW_MPG_25;POW_MPG_30;POW_MPG_35;POW_MPG_40;POW_MPG_45;POW_MPG_50;UA_WATER;UA_MEG_5;UA_MEG_10;UA_MEG_15;UA_MEG_20;UA_MEG_25;UA_MEG_30;UA_MEG_35;UA_MEG_40;UA_MEG_45;UA_MEG_50;UA_MPG_5;UA_MPG_10;UA_MPG_15;UA_MPG_20;UA_MPG_25;UA_MPG_30;UA_MPG_35;UA_MPG_40;UA_MPG_45;UA_MPG_50;QW_DP_DES;DP_DES;KV_W;QW_MIN;QW_MAX;SURFACE;COMM_FACTOR;ACCORDING DESIGN CODE;TUBE EXTERNAL DIAMETER OD;TUBE THICKNESS;FINS PITCH;FIN THICKNESS;CONNECTIONS SIDE;CONNECTIONS SIZE;CONNECTIONS TYPE;TUBE & HEADER MATERIAL;FINS MATERIAL;FRAME MATERIAL;COATING MATERIAL
0;2DBWCID77H;2;35;3;104;2;0.11;7740;0.35;1;109;cross-flow both unmixed;42;37.70;30;0.5;70000;30;138610;136652.6266;135981.5271;134592.7241;133278.4877;131759.1931;130165.3319;127751.238;125150.7276;120676.7312;110852.5809;137090.7054;135571.4108;134191.9286;132812.4464;131339.7559;128590.1123;125243.9358;120443.7106;110796.6559;97738.17901;;;;;;;;;;;;;;;;;;;;;;62;60.37;7.979599631;;;561;5%;;12;0.35;2;0.11;Opposite;;;;;;
1;2DBWD0774H;2;35;3;104;2;0.11;7740;0.35;1;108;cross-flow both unmixed;42;37.54;30;0.5;70000;28.5;136590;135900.4339;133813.0986;132489.8772;131250.5219;129815.4789;128203.3852;126535.3807;123180.7348;116275.7552;104832.6852;134931.314;133691.9587;132163.7311;131595.305;128958.1805;126554.0176;122202.2964;115241.4061;104823.3668;79700.79615;;;;;;;;;;;;;;;;;;;;;;56;61.29;7.153082209;;;561;5%;;12;0.35;2;0.11;Opposite;;;;;;
2;2DBWCID11H;2;35;3;104;2;0.11;11040;0.35;1;109;cross-flow both unmixed;42;37.56;30;0.5;100000;42;199010;198175.8485;197545.6008;194644.6074;193282.16;191725.0773;188722.1321;187452.3682;185246.501;180973.7919;177711.3329;197443.6489;195858.7612;194422.167;192790.9375;189889.9441;188814.8156;186293.8245;183411.3678;180093.2987;175004.9749;;;;;;;;;;;;;;;;;;;;;;52;60.01;6.712611772;;;800;5%;;12;0.35;2;0.11;Opposite;;;;;;
3;2DBWD01104H;2;35;3;104;2;0.11;11040;0.35;1;108;cross-flow both unmixed;42;36.10;30;0.5;100000;28.5;181170;180141.5812;179047.7175;176270.9867;174382.4358;171773.9916;169773.2496;167052.6143;162630.4134;152149.8906;135620.3953;179000.9712;178066.045;176018.5566;173774.7337;171259.7822;167828.6031;161658.0901;150803.5969;137303.2625;122194.855;;;;;;;;;;;;;;;;;;;;;;48;60.15;6.189041881;;;800;5%;;12;0.35;2;0.11;Opposite;;;;;;
4;2DBWCID55H;2;31;3;90;2;0.11;5540;0.35;1;109;cross-flow both unmixed;42;37.71;30;0.5;50000;20;92310;91629.12398;90752.37951;89670.43953;88299.36041;87049.53319;85379.98788;83719.76963;79000.27281;68404.72264;55663.94665;91787.68415;90407.27796;89092.16126;88429.93938;86387.31131;82022.2431;74765.78357;64776.49288;50132.99485;37700.01212;;;;;;;;;;;;;;;;;;;;;;64;59.85;8.272711833;;;355;5%;;12;0.35;2;0.11;Opposite;;;;;;
5;2DBWN0554H;113;42;3;126;2;0.1;5540;0.3;1;108;cross-flow both unmixed;42;39.58;30;0.5;50000;40;103230;102278.2734;101982.5913;101372.747;100938.464;99672.57519;99090.45113;98462.12675;96863.5956;95948.82922;94775.34103;102657.116;101345.0269;100892.2637;100310.1396;99275.25242;98212.64501;97316.35875;96235.27121;94424.21858;91458.15789;;;;;;;;;;;;;;;;;;;;;;48;63.38;6.029275376;;;342;5%;;9.52;0.3;2;0.1;Opposite;;;;;;
6;2DBWCID44H;2;31;3;90;2;0.11;4440;0.35;1;109;cross-flow both unmixed;42;38.44;30;0.5;40000;20;76310;75760.5382;75117.94728;74233.22065;73246.05199;72147.12839;70852.63363;69604.70344;65823.66122;57516.54381;47030.20503;75835.04149;74894.43739;73842.07835;72817.65804;71234.46302;68282.26995;62750.40029;54322.21504;42513.44276;32231.98804;;;;;;;;;;;;;;;;;;;;;;71;60.36;9.138685531;;;285;5%;;12;0.35;2;0.11;Opposite;;;;;;
7;2DBWN0444H;113;42;3;126;2;0.1;4440;0.3;1;108;cross-flow both unmixed;42;40.04;30;0.5;40000;40;84180;83872.2973;83657.83784;83247.56757;82846.62162;82231.21622;81867.56757;80730;79974.72973;78632.02703;77690.27027;83713.78378;83191.62162;82753.37838;82268.51351;81569.18919;80702.02703;79844.18919;79051.62162;77680.94595;75555;;;;;;;;;;;;;;;;;;;;;;52;61.72;6.618969577;;;274;5%;;9.52;0.3;2;0.1;Opposite;;;;;;
8;2DBWCID33H;2;31;3;90;2;0.11;3340;0.35;1;109;cross-flow both unmixed;42;39.23;30;0.5;30000;20;58820;58396.10528;57981.42566;57235.00235;56451.71863;55622.35939;54710.06423;53502.88579;50775.21542;45117.14241;37275.09008;58082.79179;57299.50807;56617.59047;56230.55616;54728.49444;52535.30002;48711.03243;42868.65737;33616.69434;25728.5665;;;;;;;;;;;;;;;;;;;;;;79;59.05;10.28056872;;;214;5%;;12;0.35;2;0.11;Opposite;;;;;;
9;2DBWN0334H;113;42;3;42;2;0.1;3340;0.3;1;108;cross-flow both unmixed;42;37.84;30;0.5;30000;13;57810;57633.58015;57039.3238;56807.19242;56575.06103;55795.09958;55562.9682;54857.28879;54281.60296;53371.64793;52480.26341;57466.44555;57104.32059;56816.47767;56482.20848;55878.66688;55172.98747;54588.01638;53965.90427;53390.21844;52016.00064;;;;;;;;;;;;;;;;;;;;;;16;64.86;1.986696426;;;206;5%;;9.52;0.3;2;0.1;Opposite;;;;;;
10;2DBWCID22H;2;31;3;90;2;0.11;2240;0.35;1;109;cross-flow both unmixed;42;40.08;30;0.5;20000;20;40680;40385.68392;40063.77572;39594.70947;39070.45896;38537.01108;37939.18155;37203.39136;35474.28442;31712.55709;26902.32874;40210.93376;39686.68325;39217.617;38674.97174;37746.03663;36559.57495;34113.07258;30627.26656;24612.18178;18882.21569;;;;;;;;;;;;;;;;;;;;;;92;59.45;11.931963;;;144;5%;;12;0.35;2;0.11;Opposite;;;;;;
11;2DBWN0224H;113;42;3;42;2;0.1;2240;0.3;1;108;cross-flow both unmixed;42;39.06;30;0.5;20000;13;40800;40419.47225;40270.97361;40066.78799;39649.13558;39370.70064;39147.95268;38665.33212;38303.3667;37653.68517;37245.31392;40549.40855;40076.06915;39862.60237;39649.13558;39203.63967;38795.26843;38386.89718;37997.08826;37310.28207;36363.60328;;;;;;;;;;;;;;;;;;;;;;20;66.57;2.451267556;;;138;5%;;9.52;0.3;2;0.1;Opposite;;;;;;
12;2DBWN0114;113;42;3;42;2;0.1;1140;0.3;1;108;cross-flow both unmixed;42;39.61;30;0.5;20000;13;43581;43324.78471;43092.97088;42726.94905;42287.72284;41885.09882;41165.25588;40652.82531;40054.98964;39383.94961;38615.30375;43129.57307;42739.14978;42348.72648;41933.90174;41226.25952;40604.0224;40225.79983;39493.75616;38542.09938;37297.62514;;;;;;;;;;;;;;;;;;;;;;26;59.46;3.371792929;;;76;5%;;9.52;0.3;2;0.1;Opposite;;;;;;
13;P40AC-3R-56T-13030A-2,3PA-168C;94;56;3;168;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;262685;90.57550472;365462;362968;360320;356678;352622;349152;342704;336204;330228;322330;313294;360094;357966;356348;351560;344544;339088;334454;326274;325018;318724;88149.98566;87324.19247;86406.38154;85076.87992;83647.04614;82592.45909;80266.61147;78029.81968;76114.92963;73441.46597;70386.28763;85853.37331;85092.36359;84590.30531;82670.4921;79855.12141;77873.31946;76363.39935;73455.88595;73572.58803;71652.10094;130;60.67;16.6900007;29.85449366;204.4099276;2346.127762;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
14;P40AC-3R-56T-13030A-2,3PA-084C;94;56;3;84;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;262685;72.9464626;420232;417356;416632;412480;407672;404198;399116;393658;389924;381702;373638;416506;413698;411566;407762;404482;398654;393054;388068;383580;379114;95257.47288;94245.34763;94283.57727;92685.47638;90880.16836;89841.29398;88139.83614;86364.94811;85486.16731;82585.36511;79865.05978;93710.14201;92602.49082;91853.55487;90363.72683;89223.23931;86999.20274;85021.09251;83450.52368;82218.29359;81098.96211;82;61.5;10.45625809;14.92724683;128.0624847;2346.127762;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
15;P40AC-3R-56T-13030A-2,3PA-056C;94;56;3;56;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;42.5;35;30;0.5;262685;56.72862595;489740;488940;485624;480552;475492;470878;466686;461452;452464;446182;439920;486138;483342;479824;476866;470498;466910;461304;455864;450918;446164;95625.66183;95881.59762;94891.13501;93171.37829;91619.77625;90445.25368;89624.1007;88455.32299;85674.30869;84231.06388;82883.44049;94353.07572;93433.01156;92225.00001;91381.64348;89123.23991;88293.86773;86729.15092;85411.01649;84473.56861;83773.39942;39;61.03;4.992210875;9.951497888;61.14184667;2346.127762;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
16;P40AC-3R-56T-13030A-2,3PA-042C;94;56;3;42;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;47.5;35;30;0.5;262685;42.68007848;612830;608874;605318;600360;594948;587360;580888;573530;565966;555318;545048;609590;604582;600712;596710;589210;583934;578960;571984;563904;554930;95606.16784;94767.39626;94065.73377;92900.08521;91767.68173;89923.8266;88809.73806;87503.52164;86262.5797;83802.12259;81638.66501;94762.00717;93095.98904;92045.83681;91115.76507;88908.30945;87910.8857;87299.64917;86094.35864;84662.58766;83071.37102;29;59.02;3.774838669;7.463623416;46.23214301;2346.127762;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
17;P40AC-4R-56T-13030A-2,3PA-224C;94;56;4;224;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;262685;107.2474931;432730;427658;425830;422264;417254;414024;409272;400932;392212;382994;365000;430928;426004;421998;416176;408250;404652;394810;385710;381704;376868;115956.8627;113398.6184;112785.5743;111218.9205;108941.5594;107843.7227;106007.1123;102304.5539;98584.23063;94774.579;86876.03534;115243.2988;112616.9337;110608.7976;107664.0921;103732.4248;102358.8879;97828.20291;93954.72692;92798.86869;91343.24417;144;59.45;18.676116;39.80599155;228.7347728;3128.17035;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
18;P40AC-4R-56T-13030A-2,3PA-112C;94;56;4;112;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;262685;86.71545714;499556;497436;492692;489706;485222;481374;474116;471034;462800;453008;449678;494994;491008;487102;483938;480322;472876;470660;464810;458370;454098;126732.2616;126173.4975;123909.6076;122889.6626;121123.6945;119959.6751;116926.8417;116596.3413;113332.0688;109342.5138;109200.4124;124410.0486;122433.784;120576.2774;119297.9819;117917.3559;114493.7771;114339.4093;112291.3952;110123.6415;109380.3074;102;60.38;13.12664129;19.90299578;160.767866;3128.17035;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
19;P40AC-4R-56T-13030A-2,3PA-075C;94;56;4;75;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;42.5;35;30;0.5;262685;68.04695558;587448;584948;581796;575988;570400;564998;559162;551804;544512;534526;527882;585186;580072;574200;572150;564932;560630;553520;548438;541572;532442;131789.2359;131175.5189;130103.2611;127545.8175;125374.8746;123575.4743;121759.4482;119257.9303;116979.5297;113312.0813;111698.7409;131041.1827;128475.6475;125568.8228;125121.9018;121830.9746;120505.9324;117829.5125;116569.9552;114550.3444;111506.847;52;61.55;6.628104012;13.32789896;81.17736396;3128.17035;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
20;P40AC-4R-56T-13030A-2,3PA-056C;94;56;4;56;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;262685;58.37018845;671190;667234;664652;658694;652788;646564;638786;632098;624894;612482;602894;667442;664074;658464;653930;649114;642038;635216;627532;620530;612720;133836.3647;132665.2006;132273.5583;130038.0559;128152.4687;126413.2123;124074.0416;122649.6335;121143.3;116803.8482;114288.0709;132393.5028;131128.521;128645.664;127035.5954;125551.1211;123099.7559;121147.657;119054.7097;117667.3861;116128.2892;39;60.61;5.0094779;9.951497888;61.35332367;3128.17035;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
21;P40AC-5R-56T-13030A-2,3PA-280C;94;56;5;280;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;262685;120.0844569;484534;480910;479642;474902;470540;465276;454926;450408;441310;426352;392534;481526;479820;474146;468930;459408;453846;442492;423096;418960;411866;143622.8244;141533.6771;141216.4909;138391.9112;136051.2539;133270.0527;127202.7864;125375.8636;120695.037;112702.1989;95375.41403;141823.4325;140984.3903;137230.9135;134009.3833;128054.1944;125108.7678;118729.1843;108225.3252;106884.1486;104055.4036;154;60.04;19.87469072;49.75748944;243.4142553;3910.212937;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
22;P40AC-5R-56T-13030A-2,3PA-140C;94;56;5;140;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;262685;97.79754973;563400;559338;557476;550484;546900;542560;535710;531504;522204;514510;506820;558814;553458;549518;548262;541652;536926;528698;522482;517068;512510;159806.5005;157555.942;157049.6977;152621.013;151174.0744;149419.8628;146037.2601;144903.5756;140215.3831;136938.2272;133859.9423;156841.6766;153268.6892;150928.6341;150820.1205;146867.4682;144643.9883;140205.8116;137549.4231;135736.5042;134769.256;118;60.36;15.18823792;24.87874472;186.017165;3910.212937;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
23;P40AC-5R-56T-13030A-2,3PA-094C;94;56;5;94;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;42.5;35;30;0.5;262685;77.13051145;665860;662736;657964;651456;646736;643410;632766;626412;619092;608058;596918;663488;658690;650926;649180;640900;635088;628590;623888;614282;607344;169500.3264;168546.8858;166186.3461;162740.5012;161025.9316;160503.6203;154719.8127;152531.9003;149881.1546;144766.8515;139879.0481;168687.4097;165838.6464;160861.1342;160814.0571;156169.9882;153530.602;150756.0896;149639.7616;145385.4627;143362.0397;64;61.37;8.169621054;16.70430003;100.0570149;3910.212937;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
24;P40AC-5R-56T-13030A-2,3PA-070C;94;56;5;70;2.3;0.15;13030;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;262685;66.31544426;762558;761726;755070;749330;742152;736040;728260;720248;709574;697892;686064;761440;753476;749396;744732;739142;731244;723962;717724;708134;697426;173340.7116;174498.6319;170892.5881;168366.1581;165184.0524;163312.6578;160631.8953;158180.939;154083.3891;149565.1226;145252.8322;173677.9924;168522.1316;166616.6715;164585.9708;162280.8573;158761.1225;156209.8272;154905.857;151669.897;148098.4053;48;59.61;6.217011582;12.43937236;76.14253051;3910.212937;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
13;P40AC-3R-56T-11160A-2,3PA-168C;94;56;3;168;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;224986;76.32811774;307974;305852;303460;299652;296146;292504;288410;283348;276954;266770;250056;303448;303066;299086;294658;288126;283726;278206;266280;263758;261210;73684.89586;72993.72672;72160.20477;70719.46371;69501.8937;68308.37421;66993.95894;65326.39874;63154.40713;59488.9246;53490.22982;71783.72012;71810.29817;70186.73544;68431.66637;65850.89946;64310.63821;62395.37882;58024.04536;57514.19146;57053.94732;136;60.47;17.48915892;29.85449366;214.1975769;2009.423317;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
14;P40AC-3R-56T-11160A-2,3PA-084C;94;56;3;84;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;224986;61.80806925;356072;353814;352364;349578;344810;340412;337878;332412;326230;321568;314464;353380;350460;348458;346030;340272;334436;331210;328066;322118;319434;80131.8643;79375.22731;78997.38397;78022.57117;76182.7893;74630.98573;74048.80312;72178.36232;70066.83811;68711.88025;66336.24945;79066.50043;77878.58247;77160.09293;76293.33481;73952.76527;71713.54266;70758.65426;69932.74682;67964.22892;67511.72025;88;61.21;11.24790093;14.92724683;137.7580898;2009.423317;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
15;P40AC-3R-56T-11160A-2,3PA-056C;94;56;3;56;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;42.5;35;30;0.5;224986;48.17863182;415924;414570;410456;406130;403642;399460;394682;389994;383572;376024;370732;413396;410838;408062;404732;400402;394498;388708;384568;380202;376030;80778.14403;80671.95777;79231.29054;77792.03194;77330.18826;76223.11008;74976.28481;73885.76759;72107.09865;69917.81327;68798.79788;79958.23281;79097.89559;78178.64746;77094.72495;75681.24955;73717.01563;71966.33614;71071.96172;70211.30428;69556.79538;42;59.99;5.422628589;9.951497888;66.41336554;2009.423317;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
16;P40AC-3R-56T-11160A-2,3PA-042C;94;56;3;42;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;224986;41.11104644;472738;470822;465732;464374;459810;453874;448514;442306;435310;427826;420852;470562;465734;462894;459452;455966;449456;446290;440792;433424;427206;81638.75055;81442.50229;79745.34363;79881.12162;78710.34186;77101.57337;75927.69702;74520.15545;72881.41164;71126.19783;69683.7154;81100.14876;79320.27321;78514.04259;77558.5643;76740.49725;74783.39114;74463.0686;73317.51223;71544.84803;70423.1925;32;61.01;4.096844365;7.463623416;50.17589125;2009.423317;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
17;P40AC-4R-56T-11160A-2,3PA-224C;94;56;4;224;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;224986;90.41583862;364820;362250;358986;354674;350458;347310;342422;336520;327620;310806;277564;364110;358282;354568;349022;345662;335778;324270;306716;302722;297062;96614.91031;95521.53058;94007.19651;91974.52928;90123.7753;88993.07926;87016.38343;84613.44925;80780.1347;73357.75313;59898.56476;96514.90639;93374.09706;91543.75614;88791.91841;87368.54292;82652.21862;77480.0176;69996.43093;68823.48992;67016.52909;149;59.5;19.31647096;39.80599155;236.5774874;2679.23109;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
18;P40AC-4R-56T-11160A-2,3PA-112C;94;56;4;112;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;224986;73.77512625;425002;420746;420388;417184;411642;406282;403530;396030;390930;383518;376950;420668;416910;414874;412616;405878;399272;393968;390060;385610;382472;107260.5847;105255.8959;105655.1459;104382.6303;101843.4363;99623.49061;99126.59987;95987.09327;94386.79719;91588.45753;89384.60299;105028.4867;103149.1506;102367.4612;101550.1326;98240.10387;95254.15801;93214.13702;92120.75779;90893.70444;90534.07505;108;59.53;13.99767205;19.90299578;171.4357705;2679.23109;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
19;P40AC-4R-56T-11160A-2,3PA-075C;94;56;4;75;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;42.5;35;30;0.5;224986;57.72421334;498330;496830;492264;488132;485076;477332;471914;466524;459728;451920;444286;496330;492072;488618;484136;480018;473658;467044;461228;455268;448816;110830.1916;110705.1641;108649.8906;107009.7977;106209.6622;102844.2347;101070.0772;99487.624;97252.27885;94585.4084;92148.67478;110158.0078;108068.6509;106546.49;104561.665;102980.1426;100338.7828;97805.52321;95938.6363;94198.40259;92381.90063;56;60.68;7.188946323;13.32789896;88.0462514;2679.23109;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
20;P40AC-4R-56T-11160A-2,3PA-056C;94;56;4;56;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;224986;49.6308123;570700;567818;563374;558674;554320;547016;542220;534732;528062;518726;510636;567634;563738;559776;555968;550240;542602;537306;532234;525004;517064;113072.6296;112382.196;110700.4798;109056.6793;107873.8947;105253.8189;104347.1416;102122.3577;100548.3063;97630.90191;95562.06903;111934.7555;110260.2473;108656.1721;107332.5598;105159.9476;102223.841;100876.1521;99925.94493;98065.37623;96068.61026;42;59.57;5.441711212;9.951497888;66.64707899;2679.23109;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
21;P40AC-5R-56T-11160A-2,3PA-280C;94;56;5;280;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;224986;101.7133731;410400;406746;404274;398514;394564;390518;386020;377288;365124;333690;286582;408446;403338;398188;392506;386552;375542;353908;323628;319066;312878;120261.4936;118109.5361;116825.415;113293.3026;111234.1851;109277.4478;107177.6047;102496.9023;96045.9676;80072.36606;60623.4807;119222.6552;115850.2621;112584.6172;109137.8371;105732.0295;99450.46053;87893.37802;73903.21121;72449.07765;70381.3414;158;60.13;20.37565061;49.75748944;249.5497359;3349.038862;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
22;P40AC-5R-56T-11160A-2,3PA-140C;94;56;5;140;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;224986;82.8860439;477496;475552;473424;465872;461738;459766;451690;447956;438862;433186;425358;473000;468636;465416;463912;458644;450908;445686;440780;434312;430634;133900.3244;133241.087;132387.9123;127463.1147;125453.4972;125294.1862;120850.9594;119802.1098;115144.8103;113057.433;109674.3163;130978.2671;128175.4856;126338.6226;125923.705;122916.2631;118454.2683;116064.0233;114137.7346;111408.2048;110732.4746;124;59.69;16.04984696;24.87874472;196.5696775;3349.038862;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
23;P40AC-5R-56T-11160A-2,3PA-094C;94;56;5;94;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;42.5;35;30;0.5;224986;65.29033877;563658;563522;557640;552584;548386;542072;537844;531006;520784;513892;504590;560198;557486;551778;548038;543108;536082;531142;523960;517138;511556;141763.0129;142990.4193;139567.5168;136993.3349;135224.2106;132166.2362;130960.3467;128080.3304;123029.0694;120557.6577;116623.2389;139957.225;138676.1882;135223.2977;133453.1936;130952.3151;127270.1607;125389.2429;122268.164;119702.5525;118236.5202;68;59.36;8.825960238;16.70430003;108.0954954;3349.038862;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
24;P40AC-5R-56T-11160A-2,3PA-070C;94;56;5;70;2.3;0.15;11160;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;224986;56.32886792;647730;644832;640372;633742;628412;624080;615868;608932;600432;591586;580392;643960;639096;634802;631514;623874;618598;611188;605338;597702;586316;145813.3021;145052.5959;143007.6743;139591.8384;137545.9727;136631.9479;133237.2032;131115.0658;128142.4347;125160.7902;120800.5168;143898.639;141108.3674;138916.6416;137733.3356;133752.5049;131878.6317;128927.5907;127456.1631;125143.3286;120683.5591;52;59.31;6.752108022;12.43937236;82.69609671;3349.038862;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
25;P40AC-3R-56T-9290A-2,3PA-168C;94;56;3;168;2.3;0.15;9290;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;187286;62.15253183;250782;249112;246932;242898;239612;235796;231582;226630;220206;199920;172250;247008;246158;242280;238024;233746;226220;213384;195582;192448;187862;59373.42433;58852.50869;58084.19167;56520.1814;55367.4768;54055.39469;52645.11039;50991.90538;48804.3667;41531.60162;32839.65671;57821.69011;57598.87178;56029.56109;54362.544;52768.95216;49937.66446;45264.35805;39290.24387;38526.91531;37326.27646;142;59.62;18.3904501;29.85449366;225.2360944;1672.718873;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
26;P40AC-3R-56T-9290A-2,3PA-084C;94;56;3;84;2.3;0.15;9290;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;187286;50.72445548;292216;289876;288416;285500;282892;277734;274066;270804;266614;261052;255088;290238;287258;284892;281576;276586;274066;268764;265128;261676;258728;65147.50558;64304.82611;63872.25026;62792.61935;61930.85714;59971.21325;58783.7465;57844.75551;56547.57606;54706.12921;52761.20311;64400.79138;63166.61353;62251.6222;60949.62266;58975.7463;58189.49673;56273.29409;55163.98175;54205.13019;53522.57904;94;59.29;12.20779221;14.92724683;149.514309;1672.718873;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;2xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
