ID;MODEL;COIL TYPE;TUBES;ROWS;CIRCUITS;P.A.;FIN THICK;LENGTH;TUB THICK;FIN MAT;CONN DIA;TYPE;TWIN_DES;TWOUT_DES;TAIN_DES;RH_DES;QA_DES;QW_DES;POW_WATER;POW_MEG_5;POW_MEG_10;POW_MEG_15;POW_MEG_20;POW_MEG_25;POW_MEG_30;POW_MEG_35;POW_MEG_40;POW_MEG_45;POW_MEG_50;POW_MPG_5;POW_MPG_10;POW_MPG_15;POW_MPG_20;POW_MPG_25;POW_MPG_30;POW_MPG_35;POW_MPG_40;POW_MPG_45;POW_MPG_50;UA_WATER;UA_MEG_5;UA_MEG_10;UA_MEG_15;UA_MEG_20;UA_MEG_25;UA_MEG_30;UA_MEG_35;UA_MEG_40;UA_MEG_45;UA_MEG_50;UA_MPG_5;UA_MPG_10;UA_MPG_15;UA_MPG_20;UA_MPG_25;UA_MPG_30;UA_MPG_35;UA_MPG_40;UA_MPG_45;UA_MPG_50;QW_DP_DES;DP_DES;KV_W;QW_MIN;QW_MAX;SURFACE;COMM_FACTOR;ACCORDING DESIGN CODE;TUBE EXTERNAL DIAMETER OD;TUBE THICKNESS;FINS PITCH;FIN THICKNESS;CONNECTIONS SIDE;CONNECTIONS SIZE;CONNECTIONS TYPE;TUBE & HEADER MATERIAL;FINS MATERIAL;FRAME MATERIAL;COATING MATERIAL
63;P40AC-4R-56T-5550A-2,3PA-028C;94;56;4;28;2.3;0.15;5550;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;111888;24.62646747;283184;282440;279698;277382;274998;272276;269402;265634;262436;257606;252856;282212;279576;278060;275958;273084;270442;267732;264628;260662;257136;55999.84959;56075.29327;54916.54502;54112.51084;53396.71726;52621.5273;51888.83007;50756.47032;50041.19015;48484.17267;47059.14823;55767.89971;54519.60348;53989.26954;53210.98354;52118.12004;51298.5355;50583.51088;49791.67505;48664.00009;47899.06646;21;60.16;2.707480771;4.975748944;33.15973189;1332.413311;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;1xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
64;P40AC-5R-56T-5550A-2,3PA-280C;94;56;5;280;2.3;0.15;5550;0.4;9;209;cross-flow both unmixed;38.5;35;30;0.5;111888;46.07771152;185920;183884;181664;175234;162762;143746;119616;93328;84240;82000;79886;181804;174026;161472;143006;102960;88622;85904;83392;81372;79108;50153.82797;49124.44991;47992.5239;44538.25333;38430.19302;30604.04067;22642.789;15754.66059;13736.14373;13297.46404;12892.54304;47818.76849;43587.93854;37524.16898;30056.76855;17924.51371;14556.96265;13990.02022;13482.08546;13091.34483;12656.77346;170;59.25;22.08537328;49.75748944;270.4894766;1665.516639;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;1xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
65;P40AC-5R-56T-5550A-2,3PA-140C;94;56;5;140;2.3;0.15;5550;0.4;9;209;cross-flow both unmixed;40;35;30;0.5;111888;38.77337107;223368;221488;219924;216434;214034;210116;205790;197768;179470;148606;117956;220872;218246;216060;211982;205492;188686;165920;142590;134190;136350;59005.51156;58074.35862;57350.73451;55410.58414;54308.63961;52363.66943;50318.7316;46357.25799;37957.23602;26825.56866;18571.59239;57550.73966;56026.05171;54846.63863;52567.21566;49068.6268;40822.03745;31839.07456;24540.47213;22361.91422;23122.63942;152;59.46;19.7120202;24.87874472;241.4219564;1665.516639;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;1xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
66;P40AC-5R-56T-5550A-2,3PA-094C;94;56;5;94;2.3;0.15;5550;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;111888;25.76979817;296320;294232;291082;287260;283626;279208;273230;264340;246298;214686;180806;292928;290214;286866;283096;275008;260940;237158;209730;172034;144424;61072.58245;60294.23963;58818.09859;57055.92843;55577.50947;53809.5299;51347.63835;47600.71571;40254.50533;29926.1663;21766.46193;59278.28909;57931.13556;56284.39367;54532.55466;50640.62135;44439.73636;35699.80446;27853.95312;19626.52998;14950.27164;96;60.18;12.37499811;16.70430003;151.5621547;1665.516639;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Opposite;1xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
67;P40AC-5R-56T-5550A-2,3PA-070C;94;56;5;70;2.3;0.15;5550;0.4;9;209;cross-flow both unmixed;42.5;35;30;0.5;111888;31.6317828;273072;271154;269386;266784;263818;260102;257666;252648;248312;243276;233908;271386;268426;265770;263272;259982;255548;252586;246814;240868;232904;66896.08397;65980.67545;65157.72229;63822.67268;62369.1948;60554.15106;59747.24994;57351.63257;55535.96678;53396.85077;48932.20623;66001.84902;64172.804;62643.39134;61331.58766;59623.46348;57348.99081;56163.98633;53438.51519;50833.3953;47369.47773;74;59.62;9.583755685;12.43937236;117.3765562;1665.516639;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;1xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
68;P40AC-5R-56T-5550A-2,3PA-046C;94;56;5;46;2.3;0.15;5550;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;111888;27.58376186;317186;316306;314466;310140;307390;303314;300332;296282;291010;285860;280576;315370;313266;310612;307806;304990;300514;295982;292488;288644;283248;70154.00243;70205.77849;69494.60201;67076.25743;66012.18857;64206.94855;63346.52551;61904.99902;59784.64962;57877.43789;56005.22521;69272.87259;68156.06363;66722.61282;65328.02671;64102.20699;61963.78134;60022.43581;58934.71809;57796.95719;55869.05272;40;59.07;5.204469957;8.174444693;63.74147888;1665.516639;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;1xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
69;P40AC-5R-56T-5550A-2,3PA-035C;94;56;5;35;2.3;0.15;5550;0.4;9;209;cross-flow both unmixed;45;35;30;0.5;111888;28.04291775;322464;321248;318378;316806;312998;310300;306208;303152;298046;294092;288762;320382;319350;316762;314428;310316;308074;304126;300976;297232;293742;72679.66726;72477.82239;70953.63455;70565.62758;68665.70396;67807.55653;66117.43462;65345.98608;63245.99113;62078.91877;60076.44846;71565.8911;71232.11431;69783.79581;68674.25938;66468.38099;65804.91041;64152.58641;63255.7769;62142.94471;61377.41688;26;59.05;3.383478312;6.21968618;41.4389771;1665.516639;5%;2014/68/UE(PED) - Art. 4.3;16.45;0.4;2.3;0.15;Same;1xDN100;Victaulic;Copper;Al/Mg 2,5;AISI 304;Natural finish
70;P30AC-4R-32T-11040-2PA-128C;2;32;4;128;2;0.11;11040;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;90000;29.31694548;160445.5;159657;159058.5;157396;155021;152598.5;149644;146442.5;137066;116926;96425;158621.5;157472;156740.5;154574.5;150784;142566.5;128098;113515.5;104063;101023;;;;;;;;;;;;;;;;;;;;;;56;62.51;7.082935347;18.61192002;86.7478874;979.34;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
71;P30AC-3R-32T-11040-2PA-96C;2;32;3;96;2;0.11;11040;0.35;1;108;cross-flow both unmixed;40;36.20;30;0.5;92500;34.92344679;152902.5;151857.5;151325.5;150147.5;148162;146081.5;144846.5;143374;140058.5;137208.5;132867;151145;149767.5;148608.5;147772.5;146100.5;143621;141132;139013.5;135973.5;135802.5;;;;;;;;;;;;;;;;;;;;;;45;59.79;5.819668366;13.95894002;71.27608984;734.5;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
72;P30AC-4R-32T-11040-2PA-64C;2;32;4;64;2;0.11;11040;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;90000;30.79465896;168530;168330.5;166677.5;164882;164454.5;162127;162022.5;159524;156949.5;154755;152665;166943.5;166231;165338;164521;162849;160958.5;158925.5;157443.5;155942.5;154460.5;;;;;;;;;;;;;;;;;;;;;;30;60.68;3.851221245;9.305960011;47.16763468;979.34;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
73;P30AC-3R-32T-11040-2PA-48C;2;32;3;48;2;0.11;11040;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;92500;26.79590429;146651.5;146452;145236;143564;143127;141816;140343.5;138111;137408;134757.5;133095;145473.5;144780;143763.5;142994;141331.5;139517;138149;136629;136078;134092.5;;;;;;;;;;;;;;;;;;;;;;24;62.2;3.043098776;6.979470008;37.27019619;734.5;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
74;P40AC-3R-24T-11040A-2,0PA-36C;94;24;3;36;2;0.11;11040;0.35;1;208;cross-flow both unmixed;40;35.25;30;0.5;90000;27.65958922;151373;150594;149720;148561;146490;144770.5;143412;141084.5;138586;136543.5;133399;150527.5;149045.5;147848.5;147088.5;144305;142034.5;141255.5;139004;137455.5;135574.5;;;;;;;;;;;;;;;;;;;;;;40;60.38;5.147702466;5.234602506;63.04622194;968.98;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
75;P30AC-4R-32T-9940-2PA-128C;2;32;4;128;2;0.11;9940;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;81000;26.08674725;142775.5;142186.5;141464.5;139925.5;138130;136182.5;131907.5;126464;112432.5;92340;73254.5;141388.5;139897;139080;136429.5;131812.5;119158.5;102780.5;86754;86735;85348;;;;;;;;;;;;;;;;;;;;;;58;62.13;7.358297062;18.61192002;90.12036589;881.76;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
76;P30AC-3R-32T-9940-2PA-96C;2;32;3;96;2;0.11;9940;0.35;1;108;cross-flow both unmixed;40;36.20;30;0.5;83250;31.20049889;136600.5;135517.5;134928.5;133788.5;132411;129903;128592;127138.5;125172;120602.5;114133;134700.5;133503.5;133608;132021.5;129627.5;127262;125134;121391;121410;110456.5;;;;;;;;;;;;;;;;;;;;;;47;59.47;6.094651662;13.95894002;74.64393366;661.32;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
77;P30AC-4R-32T-9940-2PA-64C;2;32;4;64;2;0.11;9940;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;81000;27.56107641;150841;150166.5;149026.5;147259.5;146974.5;145910.5;144020;142110.5;141141.5;138329.5;135261;149511;148570.5;147981.5;146547;145188.5;143013;141388.5;140571.5;139099;138006.5;;;;;;;;;;;;;;;;;;;;;;32;62.74;4.039966102;9.305960011;49.47927764;881.76;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
78;P30AC-3R-32T-9940-2PA-48C;2;32;3;48;2;0.11;9940;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;83250;24.01438772;131423;130767.5;130596.5;129086;127708.5;127015;124953.5;124060.5;121951.5;119491;118332;130159.5;129171.5;128430.5;127309.5;126426;124849;124184;122588;120745;118750;;;;;;;;;;;;;;;;;;;;;;25;61.1;3.198301513;6.979470008;39.17103375;661.32;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
79;P40AC-3R-24T-9940A-2,0PA-36C;94;24;3;36;2;0.11;9940;0.35;1;208;cross-flow both unmixed;40;35.25;30;0.5;81000;24.65660263;134938;134235;133617.5;132401.5;130378;128706;127471;126055.5;123243.5;120412.5;118579;133456;132886;132173.5;130834;128060;126644.5;124896.5;123015.5;121752;119253.5;;;;;;;;;;;;;;;;;;;;;;42;59.97;5.423532737;5.234602506;66.42443905;872.43;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
80;P30AC-4R-32T-8840-2PA-128C;2;32;4;128;2;0.11;8840;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;72000;23.04791653;126131.5;124450;123671;121970.5;120992;118360.5;113971.5;104082;89138.5;68894;56050;124915.5;123091.5;121533.5;118949.5;110437.5;94506;77976;61997;60144.5;58995;;;;;;;;;;;;;;;;;;;;;;60;61.32;7.662141664;18.61192002;93.84168706;784.18;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
81;P30AC-3R-32T-8840-2PA-96C;2;32;3;96;2;0.11;8840;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;74000;19.90975527;108965;108119.5;107293;105782.5;104262.5;102381.5;100643;96235;85794.5;70005.5;54530;107806;106875;105165;104433.5;99902;90677.5;78128;66528.5;58786;64543;;;;;;;;;;;;;;;;;;;;;;50;60.72;6.416587529;13.95894002;78.58682668;588.14;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
82;P30AC-4R-32T-8840-2PA-64C;2;32;4;64;2;0.11;8840;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;72000;24.24736317;132705.5;133095;131879;130492;129494.5;127480.5;126511.5;124915.5;123671;120792.5;118598;132078.5;131356.5;130226;129067;127423.5;125770.5;125200.5;122958.5;121391;120194;;;;;;;;;;;;;;;;;;;;;;34;63.98;4.250664218;9.305960011;52.05979201;784.18;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
83;P30AC-3R-32T-8840-2PA-48C;2;32;3;48;2;0.11;8840;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;74000;21.20691434;116061.5;115358.5;114978.5;113591.5;112185.5;111710.5;110257;108699;107663.5;105459.5;103844.5;115510.5;114446.5;113629.5;112803;111682;110190.5;108613.5;107226.5;105915.5;105326.5;;;;;;;;;;;;;;;;;;;;;;26;59.33;3.375484933;6.979470008;41.3410786;588.14;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
84;P40AC-3R-24T-8840A-2,0PA-36C;94;24;3;36;2;0.11;8840;0.35;1;208;cross-flow both unmixed;40;35.25;30;0.5;72000;21.69244687;118721.5;118256;117391.5;116194.5;115016.5;113316;111292.5;109725;108110;105839.5;103740;118066;117249;115909.5;114456;112898;110941;108661;107977;106371.5;103702;;;;;;;;;;;;;;;;;;;;;;46;63.64;5.766240421;5.234602506;70.62173383;775.89;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
85;P30AC-4R-32T-7740-2PA-128C;2;32;4;128;2;0.11;7740;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;63000;19.85978941;108689.5;107169.5;106181.5;104918;102799.5;98876;91399.5;79401;63393.5;49846.5;48592.5;107340.5;105459.5;103056;99959;85889.5;69312;52079;50768;49191;48003.5;;;;;;;;;;;;;;;;;;;;;;62;60.07;7.999500567;18.61192002;97.97347293;686.6;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
86;P30AC-3R-32T-7740-2PA-96C;2;32;3;96;2;0.11;7740;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;64750;17.18429626;94050;92891;91950.5;91114.5;89974.5;87286;83419.5;77102;63973;48972.5;39719.5;93157;91437.5;90677.5;88882;81016;69084;56202;45267.5;41543.5;40755;;;;;;;;;;;;;;;;;;;;;;52;59.03;6.768102886;13.95894002;82.89199298;514.95;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
87;P30AC-4R-32T-7740-2PA-64C;2;32;4;64;2;0.11;7740;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;63000;21.16123016;115814.5;115092.5;114465.5;113021.5;112470.5;111131;109630;108081.5;106504.5;103521.5;98876;115073.5;113810;113040.5;112138;110941;109088.5;107891.5;105136.5;101640.5;99370;;;;;;;;;;;;;;;;;;;;;;36;64.32;4.488792012;9.305960011;54.97624996;686.6;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
88;P30AC-3R-32T-7740-2PA-48C;2;32;3;48;2;0.11;7740;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;64750;18.37844163;100586;100111;99607.5;98990;97669.5;96339.5;95703;93489.5;92340;90934;88046;100101.5;99066;98230;97869;96339.5;94724.5;93689;92378;91171.5;89832;;;;;;;;;;;;;;;;;;;;;;28;60.68;3.594473162;6.979470008;44.0231257;514.95;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
89;P40AC-3R-24T-7740A-2,0PA-36C;94;24;3;36;2;0.11;7740;0.35;1;207;cross-flow both unmixed;40;35.25;30;0.5;63000;18.79861;102885;102011;101403;99940;98876;97603;96491.5;95019;93081;90772.5;87447.5;102315;101080;99588.5;98277.5;97071;95275.5;93565.5;92264;90430.5;89319;;;;;;;;;;;;;;;;;;;;;;46;60.08;5.934619369;5.234602506;72.68394636;679.34;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN65;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
90;P30AC-4R-32T-6640-2PA-128C;2;32;4;128;2;0.11;6640;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;54000;16.62065328;90962.5;89965;88616;87153;83001.5;76019;65436;53817.5;43472;42341.5;41638.5;89737;87039;83410;75895.5;60116;45609.5;44555;43158.5;42151.5;40755;;;;;;;;;;;;;;;;;;;;;;66;61.78;8.396919381;18.61192002;102.8408395;589.02;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
91;P30AC-3R-32T-6640-2PA-96C;2;32;3;96;2;0.11;6640;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;55500;14.42308119;78935.5;77862;76988;76190;74204.5;70395;63802;54444.5;42655;34703.5;33763;78004.5;76997.5;74717.5;71003;59375;46930;36299.5;35387.5;34238;33088.5;;;;;;;;;;;;;;;;;;;;;;56;60.52;7.198442954;13.95894002;88.1625609;441.77;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
92;P30AC-4R-32T-6640-2PA-32C;2;32;4;32;2;0.11;6640;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;54000;18.63386281;101982.5;101954;100681;100234.5;99427;98743;97688.5;96605.5;95513;94192.5;93014.5;101441;101127.5;100462.5;100044.5;99066;98268;96890.5;96140;95380;94734;;;;;;;;;;;;;;;;;;;;;;16;71.25;1.895516409;4.652980006;23.21524;589.02;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
93;P30AC-3R-32T-6640-2PA-24C;2;32;3;24;2;0.11;6640;0.35;1;206;cross-flow both unmixed;40;34.30;30;0.5;55500;12.3949153;81405.5;81044.5;80227.5;79952;78992.5;78061.5;77178;76171;75031;73824.5;72770;80531.5;80598;79439;78764.5;78365.5;77235;76266;75420.5;74774.5;74128.5;;;;;;;;;;;;;;;;;;;;;;11;60.96;1.408867679;3.489735004;17.25503464;441.77;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
94;P40AC-3R-24T-6640A-2,0PA-18C;94;24;3;18;2;0.11;6640;0.35;1;207;cross-flow both unmixed;40;35.25;30;0.5;54000;16.83552649;92140.5;91551.5;91390;90183.5;89100.5;88777.5;87257.5;86364.5;85604.5;83790;82203.5;91599;90554;90345;89461.5;88682.5;87428.5;86336;85253;84170;83239;;;;;;;;;;;;;;;;;;;;;;18;59.97;2.324371173;2.617301253;28.46761674;582.79;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN65;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
95;P30AC-4R-32T-5540-2PA-128C;2;32;4;128;2;0.11;5540;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;45000;13.42224824;73454;72779.5;70670.5;65882.5;59042.5;50416.5;38703;36793.5;35891;35045.5;34105;70870;65920.5;58995;50483;38522.5;37762.5;36860;35634.5;34874.5;33687;;;;;;;;;;;;;;;;;;;;;;68;59.36;8.825960238;18.61192002;108.0954954;491.44;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
96;P30AC-3R-32T-5540-2PA-96C;2;32;3;96;2;0.11;5540;0.35;1;108;cross-flow both unmixed;40;35.25;30;0.5;46250;11.65932026;63811.5;63137;62177.5;60154;56278;49666;41705;32528;29421.5;28614;27873;62310.5;60391.5;55955;50369;37686.5;30951;29963;29203;28291;27540.5;;;;;;;;;;;;;;;;;;;;;;60;60.74;7.698637248;13.95894002;94.28866486;368.58;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
97;P30AC-4R-32T-5540-2PA-32C;2;32;4;32;2;0.11;5540;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;45000;15.4178159;84379;84227;83400.5;82669;82517;81158.5;81120.5;80085;78698;77501;76142.5;83742.5;83191.5;82859;82355.5;81434;80740.5;79752.5;78935.5;78147;77387;;;;;;;;;;;;;;;;;;;;;;16;60.47;2.057548108;4.652980006;25.19971493;491.44;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
98;P30AC-3R-32T-5540-2PA-24C;2;32;3;24;2;0.11;5540;0.35;1;206;cross-flow both unmixed;40;35.25;30;0.5;46250;13.42963926;73501.5;73311.5;72646.5;71896;71687;71022;70309.5;69283.5;68865.5;67554.5;66623.5;72931.5;72485;72000.5;71516;70765.5;69910.5;69093.5;68476;68219.5;67269.5;;;;;;;;;;;;;;;;;;;;;;12;60.27;1.545719374;3.489735004;18.93111876;368.58;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
99;P40AC-3R-24T-5540A-2,0PA-18C;94;24;3;18;2;0.11;5540;0.35;1;207;cross-flow both unmixed;40;35.25;30;0.5;45000;13.88231163;75971.5;75401.5;74993;74518;73406.5;72447;71877;70803.5;69397.5;68504.5;66813.5;75382.5;75021.5;74432.5;73701;72323.5;71117;70870;69720.5;69017.5;68001;;;;;;;;;;;;;;;;;;;;;;20;61.47;2.550929106;2.617301253;31.2423734;486.24;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;2xDN65;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
100;P30AC-4R-32T-4440-2PA-128C;2;32;4;128;2;0.11;4440;0.35;1;108;cross-flow both unmixed;40;37.15;30;0.5;36000;21.24175068;69749;69378.5;68751.5;67868;66908.5;65626;62291.5;56914.5;47063;33725;32993.5;69055.5;68485.5;67412;66101;59869;50853.5;40945;34390;33468.5;32509;;;;;;;;;;;;;;;;;;;;;;72;59.49;9.334918099;18.61192002;114.3289307;393.86;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
101;P30AC-3R-32T-4440-2PA-96C;2;32;3;96;2;0.11;4440;0.35;1;108;cross-flow both unmixed;40;37.15;30;0.5;37000;18.6932471;61389;60904.5;60306;59574.5;58653;57703;56601;53599;47804;37895.5;28053.5;60420;60144.5;59242;58254;55936;50416.5;42911.5;36147.5;32955.5;32480.5;;;;;;;;;;;;;;;;;;;;;;64;59.54;8.294220157;13.95894002;101.583036;295.4;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Opposite;1xDN80;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
102;P30AC-4R-32T-4440-2PA-64C;2;32;4;64;2;0.11;4440;0.35;1;106;cross-flow both unmixed;40;35.25;30;0.5;36000;11.49017102;62880.5;62548;62215.5;61332;60458;58957;57532;53561;46227;36850.5;31274;62415;61911.5;60743;59964;56145;49314.5;41524.5;34285.5;32461.5;31787;;;;;;;;;;;;;;;;;;;;;;34;63.41;4.269726338;9.305960011;52.29325435;393.86;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
103;P30AC-4R-32T-4440-2PA-32C;2;32;4;32;2;0.11;4440;0.35;1;106;cross-flow both unmixed;40;35.25;30;0.5;36000;12.17913557;66652;66633;65977.5;65189;64856.5;64106;63374.5;63013.5;61949.5;60524.5;59213.5;66053.5;65702;65151;64581;63783;63422;62434;61892.5;61132.5;59641;;;;;;;;;;;;;;;;;;;;;;18;63.76;2.254230652;4.652980006;27.60857431;393.86;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
104;P30AC-3R-32T-4440-2PA-24C;2;32;3;24;2;0.11;4440;0.35;1;106;cross-flow both unmixed;40;35.25;30;0.5;37000;10.62090402;58130.5;57864.5;57646;56924;56259;56031;55347;54587;54007.5;52924.5;51689.5;57912;57104.5;57019;56544;55993;55204.5;54435;53741.5;53095.5;52962.5;;;;;;;;;;;;;;;;;;;;;;14;64.05;1.749316807;3.489735004;21.42466787;295.4;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
105;P30AC-3R-32T-4440-2PA-16C;2;32;3;16;2;0.11;4440;0.35;1;106;cross-flow both unmixed;40;34.30;30;0.5;37000;8.236593711;54093;54150;53675;53095.5;52820;51936.5;51689.5;50587.5;50264.5;49115;48279;53912.5;53456.5;53181;52734.5;51993.5;51395;51072;50464;49922.5;49542.5;;;;;;;;;;;;;;;;;;;;;;8;70.07;0.955705154;2.326490003;11.70494986;295.4;5%;2014/68/UE(PED) - Art. 4.3;12.6;0.35;2;0.11;Same;1xDN50;Victaulic;Copper;Hidrophillic;AISI 304;Natural finish
